Date,Category,RefNo,Date,Withdrawal,Deposit,Balance
3/8/2023,Food,3.22E+11,3/8/2023,40,0,144.62
3/8/2023,Food,3.22E+11,3/8/2023,40,0,104.62
3/8/2023,Food,3.22E+11,3/8/2023,40,0,64.62
4/8/2023,Food,3.22E+11,4/8/2023,20,0,44.62
5/8/2023,Misc,3.58E+11,5/8/2023,0,13000,13044.62
5/8/2023,Misc,3.22E+11,5/8/2023,13000,0,44.62
11/8/2023,Misc,3.22E+11,11/8/2023,0,1000,1044.62
11/8/2023,Food,3.22E+11,11/8/2023,85,0,959.62
11/8/2023,Food,3.22E+11,11/8/2023,30,0,929.62
11/8/2023,Food,3.22E+11,11/8/2023,50,0,879.62
11/8/2023,Misc,3.22E+11,11/8/2023,179,0,700.62
11/8/2023,Food,3.59E+11,11/8/2023,10,0,690.62
11/8/2023,Food,3.59E+11,11/8/2023,60,0,630.62
12/8/2023,Misc,3.22E+11,12/8/2023,393,0,237.62
12/8/2023,Food,3.22E+11,12/8/2023,30,0,207.62
12/8/2023,Food,3.22E+11,12/8/2023,66,0,141.62
13/08/23,Misc,3.23E+11,13/08/23,0,2000,2141.62
13/08/23,Food,3.23E+11,13/08/23,80,0,2061.62
13/08/23,Food,3.23E+11,13/08/23,50,0,2011.62
13/08/23,Misc,3.23E+11,13/08/23,130,0,1881.62
13/08/23,Misc,3.23E+11,13/08/23,189,0,1692.62
13/08/23,Food,3.23E+11,13/08/23,30,0,1662.62
13/08/23,Misc,3.23E+11,13/08/23,500,0,1162.62
13/08/23,Food,3.23E+11,14/08/23,10,0,1152.62
14/08/23,Food,3.23E+11,14/08/23,99,0,1053.62
14/08/23,Food,3.23E+11,14/08/23,50,0,1003.62
14/08/23,Food,3.23E+11,14/08/23,50,0,953.62
14/08/23,Misc,3.23E+11,14/08/23,358,0,595.62
14/08/23,Food,3.23E+11,14/08/23,30,0,565.62
15/08/23,Food,3.23E+11,15/08/23,20,0,545.62
15/08/23,Food,3.23E+11,15/08/23,40,0,505.62
15/08/23,Food,3.23E+11,15/08/23,30,0,475.62
15/08/23,Misc,3.23E+11,15/08/23,0,25,500.62
16/08/23,Food,3.23E+11,16/08/23,60,0,440.62
16/08/23,Food,3.23E+11,16/08/23,10,0,430.62
16/08/23,Food,3.23E+11,16/08/23,40,0,390.62
16/08/23,Food,3.23E+11,16/08/23,42,0,348.62
16/08/23,Misc,3.23E+11,16/08/23,230,0,118.62
16/08/23,Food,3.23E+11,16/08/23,40,0,78.62
17/08/23,Food,3.23E+11,17/08/23,50,0,28.62
17/08/23,Misc,3.23E+11,17/08/23,0,1500,1528.62
17/08/23,Misc,3.23E+11,17/08/23,1000,0,528.62
17/08/23,Food,3.23E+11,17/08/23,50,0,478.62
17/08/23,Food,3.60E+11,17/08/23,161.55,0,317.07
18/08/23,Food,3.23E+11,18/08/23,60,0,257.07
18/08/23,Food,3.23E+11,18/08/23,40,0,217.07
18/08/23,Food,3.60E+11,18/08/23,67.2,0,149.87
18/08/23,Food,3.23E+11,18/08/23,20,0,129.87
18/08/23,Misc,3.23E+11,18/08/23,0,1000,1129.87
18/08/23,Food,3.23E+11,18/08/23,86,0,1043.87
18/08/23,Misc,3.60E+11,18/08/23,276,0,767.87
18/08/23,Food,3.23E+11,18/08/23,50,0,717.87
19/08/23,Misc,3.23E+11,19/08/23,390,0,327.87
19/08/23,Food,3.23E+11,19/08/23,40,0,287.87
19/08/23,Misc,3.23E+11,19/08/23,0,1000,1287.87
19/08/23,Food,3.23E+11,19/08/23,50,0,1237.87
19/08/23,Food,3.23E+11,19/08/23,40,0,1197.87
20/08/23,Food,3.23E+11,20/08/23,20,0,1177.87
20/08/23,Food,3.23E+11,20/08/23,30,0,1147.87
20/08/23,Food,3.23E+11,20/08/23,60,0,1087.87
20/08/23,Food,3.23E+11,20/08/23,60,0,1027.87
20/08/23,Misc,3.23E+11,20/08/23,5,0,1022.87
20/08/23,Food,3.60E+11,20/08/23,174.95,0,847.92
20/08/23,Food,3.23E+11,20/08/23,40,0,807.92
20/08/23,Misc,3.23E+11,20/08/23,400,0,407.92
20/08/23,Food,3.23E+11,21/08/23,20,0,387.92
21/08/23,Misc,3.23E+11,21/08/23,160,0,227.92
21/08/23,Food,3.23E+11,21/08/23,50,0,177.92
21/08/23,Food,3.23E+11,21/08/23,22,0,155.92
21/08/23,Food,3.60E+11,21/08/23,75,0,80.92
21/08/23,Food,3.23E+11,21/08/23,40,0,40.92
22/08/23,Misc,3.23E+11,22/08/23,0,1000,1040.92
22/08/23,Food,3.60E+11,22/08/23,70,0,970.92
22/08/23,Misc,3.23E+11,22/08/23,0,70,1040.92
22/08/23,Food,3.60E+11,22/08/23,55,0,985.92
22/08/23,Food,3.23E+11,22/08/23,50,0,935.92
22/08/23,Food,3.23E+11,22/08/23,10,0,925.92
22/08/23,Food,3.23E+11,22/08/23,38,0,887.92
22/08/23,Food,3.23E+11,22/08/23,20,0,867.92
23/08/23,Food,3.60E+11,23/08/23,28,0,839.92
23/08/23,Food,3.24E+11,23/08/23,23,0,816.92
23/08/23,Food,3.24E+11,23/08/23,30,0,786.92
23/08/23,Food,3.24E+11,23/08/23,50,0,736.92
23/08/23,Food,3.24E+11,23/08/23,30,0,706.92
23/08/23,Misc,3.24E+11,23/08/23,200,0,506.92
24/08/23,Food,3.24E+11,24/08/23,201,0,305.92
24/08/23,Food,3.24E+11,24/08/23,100,0,205.92
24/08/23,Food,3.24E+11,24/08/23,50,0,155.92
24/08/23,Food,3.24E+11,24/08/23,59,0,96.92
24/08/23,Food,3.24E+11,24/08/23,50,0,46.92
25/08/23,Salary,CHASV23235906561,25/08/23,0,34800,34846.92
25/08/23,Misc,3.60E+11,25/08/23,5000,0,29846.92
25/08/23,Misc,3.60E+11,25/08/23,8000,0,21846.92
25/08/23,Misc,3.60E+11,25/08/23,1000,0,20846.92
25/08/23,Misc,3.60E+11,25/08/23,1000,0,19846.92
25/08/23,Food,3.24E+11,25/08/23,34,0,19812.92
25/08/23,Misc,3.24E+11,25/08/23,1000,0,18812.92
25/08/23,Misc,3.24E+11,25/08/23,380,0,18432.92
25/08/23,Misc,3.60E+11,25/08/23,0,140,18572.92
25/08/23,Food,3.24E+11,25/08/23,100,0,18472.92
25/08/23,Misc,3.24E+11,25/08/23,1720,0,16752.92
25/08/23,Misc,3.24E+11,25/08/23,200,0,16552.92
25/08/23,Misc,3.24E+11,25/08/23,188,0,16364.92
25/08/23,Food,3.24E+11,25/08/23,40,0,16324.92
25/08/23,Food,3.24E+11,25/08/23,70,0,16254.92
25/08/23,Misc,3.60E+11,25/08/23,0,15,16269.92
25/08/23,Food,3.24E+11,25/08/23,50,0,16219.92
26/08/23,Misc,3.24E+11,26/08/23,120,0,16099.92
26/08/23,Food,3.24E+11,26/08/23,30,0,16069.92
26/08/23,Misc,3.24E+11,26/08/23,430,0,15639.92
26/08/23,Misc,3.60E+11,26/08/23,0,70,15709.92
26/08/23,Misc,3.24E+11,26/08/23,112,0,15597.92
26/08/23,Misc,3.60E+11,26/08/23,0,10,15607.92
26/08/23,Misc,3.24E+11,26/08/23,118,0,15489.92
26/08/23,Food,3.24E+11,26/08/23,10,0,15479.92
26/08/23,Misc,3.24E+11,26/08/23,1000,0,14479.92
26/08/23,Food,3.60E+11,26/08/23,188.2,0,14291.72
26/08/23,Food,3.60E+11,26/08/23,40,0,14251.72
27/08/23,Misc,3.24E+11,27/08/23,199,0,14052.72
27/08/23,Food,3.24E+11,27/08/23,30,0,14022.72
27/08/23,Food,3.24E+11,27/08/23,58,0,13964.72
27/08/23,Misc,3.61E+11,27/08/23,0,12,13976.72
27/08/23,Food,3.24E+11,27/08/23,100,0,13876.72
27/08/23,Food,3.24E+11,27/08/23,50,0,13826.72
28/08/23,Food,3.24E+11,28/08/23,203.66,0,13623.06
28/08/23,Misc,3.61E+11,28/08/23,105,0,13518.06
28/08/23,Food,3.24E+11,29/08/23,40,0,13478.06
29/08/23,Misc,3.24E+11,29/08/23,5,0,13473.06
29/08/23,Food,3.61E+11,29/08/23,23,0,13450.06
29/08/23,Food,3.24E+11,29/08/23,30,0,13420.06
29/08/23,Food,3.24E+11,29/08/23,43,0,13377.06
29/08/23,Food,3.24E+11,29/08/23,10,0,13367.06
29/08/23,Food,3.61E+11,29/08/23,185.2,0,13181.86
30/08/23,Misc,3.61E+11,30/08/23,110,0,13071.86
30/08/23,Misc,3.24E+11,30/08/23,0,55,13126.86
30/08/23,Food,3.24E+11,30/08/23,40,0,13086.86
30/08/23,Food,3.61E+11,30/08/23,100,0,12986.86
30/08/23,Food,3.24E+11,30/08/23,40,0,12946.86
31/08/23,Food,3.24E+11,31/08/23,30,0,12916.86
31/08/23,Food,3.61E+11,31/08/23,100,0,12816.86
31/08/23,Food,3.24E+11,31/08/23,30,0,12786.86
31/08/23,Misc,3.24E+11,31/08/23,0,20000,32786.86
31/08/23,Misc,3.24E+11,31/08/23,20000,0,12786.86
31/08/23,Misc,3.24E+11,31/08/23,440,0,12346.86
1/9/2023,Rent,3.24E+11,1/9/2023,7310,0,5036.86
1/9/2023,Misc,3.24E+11,1/9/2023,110,0,4926.86
1/9/2023,Food,3.24E+11,1/9/2023,20,0,4906.86
1/9/2023,Food,3.24E+11,1/9/2023,30,0,4876.86
1/9/2023,Misc,3.24E+11,1/9/2023,447,0,4429.86
1/9/2023,Food,3.24E+11,1/9/2023,52,0,4377.86
1/9/2023,Food,3.24E+11,1/9/2023,20,0,4357.86
2/9/2023,Food,3.61E+11,2/9/2023,188.2,0,4169.66
2/9/2023,Food,3.25E+11,2/9/2023,50,0,4119.66
2/9/2023,Food,3.61E+11,2/9/2023,136.76,0,3982.9
2/9/2023,Food,3.25E+11,2/9/2023,0,136.76,4119.66
3/9/2023,Food,3.25E+11,3/9/2023,30,0,4089.66
3/9/2023,Food,3.25E+11,3/9/2023,36,0,4053.66
3/9/2023,Food,3.25E+11,3/9/2023,60,0,3993.66
3/9/2023,Food,3.25E+11,3/9/2023,20,0,3973.66
4/9/2023,Food,3.25E+11,4/9/2023,30,0,3943.66
4/9/2023,Food,3.25E+11,4/9/2023,55,0,3888.66
4/9/2023,Misc,3.25E+11,4/9/2023,250,0,3638.66
4/9/2023,Food,3.25E+11,4/9/2023,30,0,3608.66
5/9/2023,Food,3.25E+11,5/9/2023,80,0,3528.66
5/9/2023,Food,3.25E+11,5/9/2023,50,0,3478.66
5/9/2023,Misc,3.61E+11,6/9/2023,1000,0,2478.66
6/9/2023,Food,3.62E+11,6/9/2023,55,0,2423.66
6/9/2023,Food,3.25E+11,6/9/2023,40,0,2383.66
6/9/2023,Food,3.62E+11,6/9/2023,217.95,0,2165.71
6/9/2023,Food,3.25E+11,6/9/2023,60,0,2105.71
7/9/2023,Misc,3.25E+11,7/9/2023,170,0,1935.71
7/9/2023,Misc,3.25E+11,7/9/2023,200,0,1735.71
7/9/2023,Food,3.25E+11,7/9/2023,40,0,1695.71
7/9/2023,Food,3.25E+11,7/9/2023,80,0,1615.71
7/9/2023,Food,3.25E+11,7/9/2023,85,0,1530.71
8/9/2023,Food,3.25E+11,8/9/2023,25,0,1505.71
8/9/2023,Food,3.25E+11,8/9/2023,40,0,1465.71
8/9/2023,Misc,3.25E+11,8/9/2023,0,80,1545.71
8/9/2023,Misc,3.62E+11,8/9/2023,190,0,1355.71
9/9/2023,Misc,3.25E+11,9/9/2023,279.5,0,1076.21
9/9/2023,Food,3.25E+11,9/9/2023,52,0,1024.21
9/9/2023,Food,3.25E+11,9/9/2023,30,0,994.21
9/9/2023,Food,3.25E+11,9/9/2023,10,0,984.21
9/9/2023,Food,3.25E+11,9/9/2023,40,0,944.21
10/9/2023,Food,3.25E+11,10/9/2023,230.7,0,713.51
10/9/2023,Food,3.25E+11,10/9/2023,54,0,659.51
10/9/2023,Misc,3.62E+11,10/9/2023,0,500,1159.51
10/9/2023,Food,3.62E+11,10/9/2023,426.94,0,732.57
11/9/2023,Food,3.25E+11,11/9/2023,192.24,0,540.33
11/9/2023,Food,3.25E+11,11/9/2023,55,0,485.33
11/9/2023,Food,3.25E+11,11/9/2023,80,0,405.33
11/9/2023,Food,3.25E+11,11/9/2023,20,0,385.33
11/9/2023,Food,3.25E+11,11/9/2023,10,0,375.33
11/9/2023,Food,3.25E+11,11/9/2023,10,0,365.33
11/9/2023,Misc,3.25E+11,11/9/2023,125,0,240.33
12/9/2023,Food,3.26E+11,12/9/2023,30,0,210.33
12/9/2023,Food,3.26E+11,12/9/2023,55,0,155.33
12/9/2023,Food,3.26E+11,12/9/2023,40,0,115.33
12/9/2023,Food,3.26E+11,12/9/2023,60,0,55.33
12/9/2023,Food,3.26E+11,12/9/2023,10,0,45.33
13/09/23,Food,3.62E+11,13/09/23,23,0,22.33
16/09/23,Food,3.26E+11,16/09/23,10,0,12.33
23/09/23,Misc,3.27E+11,23/09/23,0,1000,1012.33
23/09/23,Misc,3.27E+11,23/09/23,300.1,0,712.23
23/09/23,Misc,3.27E+11,23/09/23,700,0,12.23
25/09/23,Salary,CHASH26441571950,25/09/23,0,34800,34812.23
25/09/23,Misc,3.27E+11,25/09/23,7451,0,27361.23
25/09/23,Misc,3.63E+11,25/09/23,0,7152,34513.23
25/09/23,Misc,3.27E+11,25/09/23,8624,0,25889.23
25/09/23,Misc,3.63E+11,25/09/23,10000,0,15889.23
25/09/23,Misc,3.63E+11,25/09/23,2313,0,13576.23
25/09/23,Misc,3.63E+11,25/09/23,7500,0,6076.23
25/09/23,Misc,3.27E+11,25/09/23,120,0,5956.23
25/09/23,Food,3.27E+11,25/09/23,36,0,5920.23
25/09/23,Food,3.27E+11,25/09/23,40,0,5880.23
25/09/23,Misc,3.63E+11,25/09/23,275,0,5605.23
25/09/23,Misc,3.27E+11,25/09/23,329,0,5276.23
26/09/23,Food,3.27E+11,26/09/23,36,0,5240.23
26/09/23,Food,3.27E+11,26/09/23,10,0,5230.23
26/09/23,Food,3.27E+11,26/09/23,50,0,5180.23
26/09/23,Food,3.64E+11,26/09/23,159.56,0,5020.67
26/09/23,Misc,3.27E+11,26/09/23,1000,0,4020.67
27/09/23,Food,3.64E+11,27/09/23,55,0,3965.67
27/09/23,Food,3.27E+11,27/09/23,50,0,3915.67
28/09/23,Food,3.64E+11,28/09/23,100,0,3815.67
28/09/23,Food,3.27E+11,28/09/23,40,0,3775.67
28/09/23,Food,3.64E+11,28/09/23,155.5,0,3620.17
28/09/23,Misc,3.27E+11,28/09/23,240,0,3380.17
28/09/23,Misc,3.27E+11,28/09/23,247,0,3133.17
29/09/23,Food,3.27E+11,29/09/23,48,0,3085.17
29/09/23,Food,3.27E+11,29/09/23,20,0,3065.17
29/09/23,Misc,3.27E+11,29/09/23,880,0,2185.17
30/09/23,Misc,3.27E+11,30/09/23,110,0,2075.17
30/09/23,Food,3.27E+11,30/09/23,10,0,2065.17
30/09/23,Misc,3.27E+11,30/09/23,183.85,0,1881.32
30/09/23,Food,3.27E+11,30/09/23,50,0,1831.32
1/10/2023,Misc,0,30/09/23,0,20,1851.32
1/10/2023,Food,3.27E+11,1/10/2023,20,0,1831.32
1/10/2023,Food,3.27E+11,1/10/2023,20,0,1811.32
1/10/2023,Food,3.27E+11,1/10/2023,25,0,1786.32
1/10/2023,Food,3.27E+11,1/10/2023,50,0,1736.32
1/10/2023,Food,3.27E+11,1/10/2023,85,0,1651.32
2/10/2023,Food,3.27E+11,2/10/2023,10,0,1641.32
2/10/2023,Food,3.28E+11,2/10/2023,49,0,1592.32
2/10/2023,Food,3.64E+11,2/10/2023,30,0,1562.32
2/10/2023,Food,3.28E+11,2/10/2023,49,0,1513.32
2/10/2023,Food,3.28E+11,2/10/2023,80,0,1433.32
2/10/2023,Food,3.28E+11,2/10/2023,30,0,1403.32
2/10/2023,Misc,3.28E+11,2/10/2023,470,0,933.32
3/10/2023,Food,3.28E+11,3/10/2023,19,0,914.32
3/10/2023,Misc,3.28E+11,3/10/2023,130,0,784.32
3/10/2023,Food,3.64E+11,3/10/2023,188.74,0,595.58
3/10/2023,Food,3.28E+11,3/10/2023,48,0,547.58
3/10/2023,Food,3.28E+11,3/10/2023,10,0,537.58
3/10/2023,Misc,3.28E+11,3/10/2023,0,385,922.58
3/10/2023,Misc,3.28E+11,3/10/2023,680,0,242.58
3/10/2023,Misc,3.28E+11,3/10/2023,0,43,285.58
3/10/2023,Misc,3.64E+11,3/10/2023,0,1000,1285.58
3/10/2023,Misc,3.28E+11,3/10/2023,370,0,915.58
4/10/2023,Food,3.64E+11,4/10/2023,80,0,835.58
4/10/2023,Food,3.64E+11,4/10/2023,45,0,790.58
4/10/2023,Misc,3.28E+11,4/10/2023,120,0,670.58
4/10/2023,Food,3.28E+11,4/10/2023,12,0,658.58
5/10/2023,Food,3.28E+11,5/10/2023,35,0,623.58
5/10/2023,Food,3.64E+11,5/10/2023,70,0,553.58
5/10/2023,Food,3.64E+11,5/10/2023,75,0,478.58
6/10/2023,Food,3.28E+11,6/10/2023,33,0,445.58
6/10/2023,Food,3.28E+11,6/10/2023,95,0,350.58
7/10/2023,Food,3.28E+11,7/10/2023,87.69,0,262.89
7/10/2023,Misc,3.65E+11,7/10/2023,184,0,78.89
9/10/2023,Misc,3.28E+11,9/10/2023,0,1000,1078.89
9/10/2023,Food,3.28E+11,9/10/2023,79,0,999.89
10/10/2023,Food,3.28E+11,10/10/2023,50,0,949.89
10/10/2023,Food,3.65E+11,10/10/2023,42,0,907.89
11/10/2023,Food,3.65E+11,11/10/2023,80,0,827.89
12/10/2023,Food,3.65E+11,12/10/2023,70,0,757.89
13/10/23,Food,3.29E+11,13/10/23,36,0,721.89
13/10/23,Misc,3.65E+11,13/10/23,270,0,451.89
14/10/23,Food,3.29E+11,14/10/23,24,0,427.89
14/10/23,Misc,3.29E+11,14/10/23,0,270,697.89
16/10/23,Misc,3.29E+11,16/10/23,291,0,406.89
16/10/23,Misc,3.66E+11,16/10/23,0,3500,3906.89
16/10/23,Misc,3.29E+11,16/10/23,1500,0,2406.89
16/10/23,Misc,3.29E+11,16/10/23,0,286,2692.89
16/10/23,Misc,3.29E+11,16/10/23,300,0,2392.89
16/10/23,Misc,3.29E+11,16/10/23,150,0,2242.89
16/10/23,Food,3.29E+11,16/10/23,40,0,2202.89
16/10/23,Misc,3.66E+11,16/10/23,248,0,1954.89
16/10/23,Food,3.66E+11,16/10/23,30,0,1924.89
16/10/23,Food,3.66E+11,16/10/23,214.74,0,1710.15
17/10/23,Food,3.29E+11,17/10/23,65,0,1645.15
17/10/23,Misc,3.29E+11,17/10/23,706,0,939.15
17/10/23,Misc,3.29E+11,17/10/23,150,0,789.15
17/10/23,Misc,3.29E+11,17/10/23,234,0,555.15
17/10/23,Food,3.29E+11,17/10/23,60,0,495.15
18/10/23,Food,3.29E+11,18/10/23,65,0,430.15
18/10/23,Food,3.29E+11,18/10/23,10,0,420.15
19/10/23,Food,3.29E+11,19/10/23,20,0,400.15
20/10/23,Food,3.29E+11,20/10/23,18,0,382.15
20/10/23,Food,3.29E+11,20/10/23,25,0,357.15
26/10/23,Food,3.30E+11,26/10/23,100,0,257.15
26/10/23,Misc,3.30E+11,26/10/23,0,3150,3407.15
27/10/23,Misc,3.67E+11,27/10/23,3407,0,0.15
1/11/2023,Misc,3.31E+11,1/11/2023,0,500,500.15
1/11/2023,Misc,3.31E+11,1/11/2023,500,0,0.15
2/11/2023,Misc,3.31E+11,2/11/2023,0,1000,1000.15
2/11/2023,Misc,3.67E+11,2/11/2023,1000,0,0.15
2/11/2023,Misc,3.31E+11,2/11/2023,0,1000,1000.15
2/11/2023,Misc,3.67E+11,2/11/2023,1000,0,0.15
15/11/23,Misc,CHASH31948851670,15/11/23,0,33209,33209.15
15/11/23,Misc,3.69E+11,15/11/23,5000,0,28209.15
15/11/23,Misc,3.69E+11,15/11/23,3500,0,24709.15
15/11/23,Misc,3.69E+11,15/11/23,20000,0,4709.15
15/11/23,Misc,3.69E+11,15/11/23,1500,0,3209.15
17/11/23,Food,3.32E+11,17/11/23,69,0,3140.15
18/11/23,Food,3.32E+11,18/11/23,100,0,3040.15
18/11/23,Misc,3.32E+11,18/11/23,116,0,2924.15
20/11/23,Shopping,3.69E+11,20/11/23,1999,0,925.15
20/11/23,Shopping,3.69E+11,20/11/23,0,1999,2924.15
22/11/23,Misc,3.33E+11,22/11/23,150,0,2774.15
22/11/23,Misc,3.33E+11,22/11/23,150,0,2624.15
24/11/23,Salary,CHASH32649207986,24/11/23,0,24769,27393.15
24/11/23,Shopping,3.69E+11,24/11/23,499,0,26894.15
24/11/23,Misc,3.33E+11,24/11/23,1499,0,25395.15
24/11/23,Misc,3.69E+11,24/11/23,2000,0,23395.15
25/11/23,Misc,3.70E+11,25/11/23,21000,0,2395.15
26/11/23,Food,3.33E+11,26/11/23,223.18,0,2171.97
27/11/23,Misc,3.33E+11,27/11/23,0,272,2443.97
27/11/23,Misc,3.70E+11,27/11/23,720,0,1723.97
28/11/23,Misc,3.70E+11,28/11/23,480,0,1243.97
28/11/23,Misc,3.70E+11,28/11/23,250,0,993.97
30/11/23,Misc,3.70E+11,30/11/23,130,0,863.97
30/11/23,Misc,3.33E+11,30/11/23,0,50,913.97
1/12/2023,Food,3.70E+11,2/12/2023,19,0,894.97
2/12/2023,Misc,3.34E+11,2/12/2023,200,0,694.97
3/12/2023,Misc,3.34E+11,3/12/2023,120,0,574.97
3/12/2023,Misc,3.34E+11,3/12/2023,0,7,581.97
3/12/2023,Misc,3.34E+11,3/12/2023,0,70,651.97
4/12/2023,Misc,3.34E+11,4/12/2023,500,0,151.97
4/12/2023,Misc,3.34E+11,4/12/2023,0,500,651.97
4/12/2023,Misc,3.34E+11,4/12/2023,450,0,201.97
6/12/2023,Misc,3.71E+11,6/12/2023,0,150,351.97
6/12/2023,Food,3.71E+11,6/12/2023,60,0,291.97
7/12/2023,Misc,3.34E+11,8/12/2023,0,15000,15291.97
9/12/2023,Misc,3.34E+11,9/12/2023,15048,0,243.97
10/12/2023,Misc,3.71E+11,10/12/2023,0,4000,4243.97
10/12/2023,Transport,3.34E+11,10/12/2023,3062,0,1181.97
10/12/2023,Misc,3.71E+11,10/12/2023,1000,0,181.97
10/12/2023,Misc,3.34E+11,10/12/2023,0,1000,1181.97
11/12/2023,Food,3.71E+11,11/12/2023,30,0,1151.97
11/12/2023,Food,3.71E+11,11/12/2023,10,0,1141.97
11/12/2023,Food,3.71E+11,11/12/2023,30,0,1111.97
11/12/2023,Misc,3.71E+11,11/12/2023,220,0,891.97
11/12/2023,Food,3.35E+11,11/12/2023,169.29,0,722.68
12/12/2023,Food,3.71E+11,12/12/2023,25,0,697.68
12/12/2023,Food,3.71E+11,12/12/2023,40,0,657.68
12/12/2023,Food,3.71E+11,12/12/2023,20,0,637.68
12/12/2023,Misc,3.35E+11,12/12/2023,530,0,107.68
12/12/2023,Food,3.71E+11,12/12/2023,35,0,72.68
12/12/2023,Misc,3.35E+11,12/12/2023,0,1718,1790.68
12/12/2023,Transport,3.35E+11,12/12/2023,1718,0,72.68
13/12/23,Food,3.71E+11,13/12/23,26,0,46.68
13/12/23,Food,3.71E+11,13/12/23,15,0,31.68
13/12/23,Transport,3.35E+11,13/12/23,0,1718,1749.68
13/12/23,Misc,3.71E+11,13/12/23,1718,0,31.68
1/1/2024,Misc,0,31/12/23,0,8,39.68
